id,da aNo ificacao,ocupacaoSuspei oCli,ocupacaoSuspei oU i,ocupacaoConfirmadoCli,ocupacaoConfirmadoU i,ocupacaoCovidU i,ocupacaoCovidCli,ocupacaoHospi alarU i,ocupacaoHospi alarCli,saidaSuspei aObi os,saidaSuspei aAl as,saidaConfirmadaObi os,saidaConfirmadaAl as,origem,es adoNo ificacao,municipioNo ificacao,es ado,municipio,_crea ed_a,_upda ed_a,target
1307898,2022-01-21 03:00:54,0,0,0,0,0,12,0,189,0,0,0,0,parse-cloud,São Paulo,Amparo,São Paulo,Amparo,2022-01-21 11:11:01.558,2022-01-21 11:11:01.558,1
1307899,2022-01-20 03:00:00,0,0,0,0,4,13,16,81,0,0,2,3,parse-cloud,Minas Gerais,São Sebas ião do Paraíso,Minas Gerais,São Sebas ião do Paraíso,2022-01-21 11:11:56.672,2022-01-21 11:11:56.672,1
1307900,2022-01-20 03:00:00,0,0,0,0,2,2,10,36,0,0,0,0,parse-cloud,San a Ca arina,Caçador,San a Ca arina,Caçador,2022-01-21 11:12:00.162,2022-01-21 11:12:00.162,0
1307901,2022-01-21 03:00:34,0,0,0,0,0,0,0,15,0,0,0,0,parse-cloud,São Paulo,San o Anas ácio,São Paulo,San o Anas ácio,2022-01-21 11:12:26.374,2022-01-21 11:12:26.374,0
1307902,2022-01-21 03:00:00,0,0,0,0,5,17,5,17,0,0,0,0,parse-cloud,Bahia,Jequié,Bahia,Jequié,2022-01-21 11:12:44.388,2022-01-21 11:18:47.124,0
1307903,2022-01-19 03:00:00,0,0,0,0,60,70,60,70,0,0,1,5,parse-cloud,Bahia,Lauro de Frei as,Bahia,Lauro de Frei as,2022-01-21 11:12:45.724,2022-01-21 11:12:45.724,1
1307904,2022-01-21 03:00:49,0,0,0,0,0,1,5,89,0,0,0,1,parse-cloud,Sergipe,Aracaju,Sergipe,Aracaju,2022-01-21 11:13:33.019,2022-01-21 11:13:33.019,0
1307905,2022-01-20 03:00:00,0,0,0,0,0,5,0,25,0,0,0,1,parse-cloud,Minas Gerais,Mon e Carmelo,Minas Gerais,Mon e Carmelo,2022-01-21 11:13:41.918,2022-01-21 11:13:41.918,0
1307906,2022-01-21 03:00:13,0,0,0,0,7,0,10,0,0,0,0,0,parse-cloud,Ceará,Cra o,Ceará,Cra o,2022-01-21 11:13:44.494,2022-01-21 11:13:44.494,0
1307907,2022-01-21 03:00:52,0,0,0,0,7,0,0,10,0,0,0,0,parse-cloud,Minas Gerais,I anhandu,Minas Gerais,I anhandu,2022-01-21 11:13:51.019,2022-01-21 11:13:51.019,0
1307908,2022-01-21 03:00:25,0,0,0,0,5,8,8,33,0,0,0,0,parse-cloud,Minas Gerais, eófilo O oni,Minas Gerais, eófilo O oni,2022-01-21 11:14:07.650,2022-01-21 11:14:07.650,0
1307909,2022-01-19 03:00:00,0,0,0,0,0,4,0,25,0,0,0,0,parse-cloud,Minas Gerais,Mon e Carmelo,Minas Gerais,Mon e Carmelo,2022-01-21 11:14:13.712,2022-01-21 11:14:13.712,0
1307910,2022-01-18 03:00:00,0,0,0,0,0,6,32,175,0,0,0,2,parse-cloud,Minas Gerais,Uberaba,Minas Gerais,Uberaba,2022-01-21 11:14:37.899,2022-01-21 11:14:37.899,1
1307911,2022-01-21 03:00:36,0,0,0,0,0,0,0,8,0,0,0,0,parse-cloud,Rio Grande do Sul,Bom Re iro do Sul,Rio Grande do Sul,Bom Re iro do Sul,2022-01-21 11:14:49.827,2022-01-21 11:14:49.827,0
1307912,2022-01-20 03:00:00,0,0,0,0,0,0,0,11,0,0,0,0,parse-cloud,Rio Grande do Sul,Bom Re iro do Sul,Rio Grande do Sul,Bom Re iro do Sul,2022-01-21 11:15:12.315,2022-01-21 11:15:12.315,0
1307913,2022-01-19 03:00:00,0,0,0,0,0,7,39,166,0,0,0,0,parse-cloud,Minas Gerais,Uberaba,Minas Gerais,Uberaba,2022-01-21 11:15:37.590,2022-01-21 11:15:37.590,1
1307914,2022-01-21 03:00:29,0,0,0,0,18,86,41,284,0,0,0,5,parse-cloud,São Paulo,São Paulo,São Paulo,São Paulo,2022-01-21 11:15:58.215,2022-01-21 11:15:58.215,1
1307915,2022-01-18 03:00:00,0,0,0,0,7,0,10,0,0,1,0,0,parse-cloud,Ceará,Cra o,Ceará,Cra o,2022-01-21 11:16:00.850,2022-01-21 11:16:00.850,0
1307916,2022-01-21 03:00:40,0,0,0,0,0,0,0,0,0,0,0,0,parse-cloud,São Paulo,Flórida Paulis a,São Paulo,Flórida Paulis a,2022-01-21 11:16:02.052,2022-01-21 11:16:02.052,0
1307917,2022-01-20 03:00:00,0,0,0,0,8,12,8,49,0,0,0,1,parse-cloud,Maranhão,Impera ri,Maranhão,Impera ri,2022-01-21 11:16:20.895,2022-01-21 12:03:53.669,0
1307918,2022-01-21 03:00:09,0,0,0,0,0,2,0,0,0,0,0,0,parse-cloud,Minas Gerais,São Roque de Minas,Minas Gerais,São Roque de Minas,2022-01-21 11:16:29.658,2022-01-21 11:16:29.658,0
1307919,2022-01-19 03:00:00,0,0,0,0,6,0,10,0,1,0,0,0,parse-cloud,Ceará,Cra o,Ceará,Cra o,2022-01-21 11:16:31.649,2022-01-21 11:16:31.649,0
1307920,2022-01-20 03:00:00,0,0,0,0,0,0,0,2,0,0,0,0,parse-cloud,Ceará,Palmácia,Ceará,Palmácia,2022-01-21 11:17:05.791,2022-01-21 11:17:05.791,0
1307921,2022-01-20 03:00:00,0,0,0,0,6,0,10,0,0,0,1,1,parse-cloud,Ceará,Cra o,Ceará,Cra o,2022-01-21 11:17:06.779,2022-01-21 11:17:06.779,0
1307922,2022-01-21 03:00:54,0,0,0,0,0,3,0,63,0,0,0,0,parse-cloud,Rio Grande do Sul,Veranópolis,Rio Grande do Sul,Veranópolis,2022-01-21 11:17:09.331,2022-01-21 11:17:09.331,0
1307923,2022-01-20 03:00:00,0,0,0,0,0,0,0,17,0,0,0,0,parse-cloud,Minas Gerais,Raul Soares,Minas Gerais,Raul Soares,2022-01-21 11:17:11.339,2022-01-21 11:17:11.339,0
1307924,2022-01-21 03:00:04,0,0,0,0,6,5,31,114,0,0,0,0,parse-cloud,Sergipe,Aracaju,Sergipe,Aracaju,2022-01-21 11:17:18.854,2022-01-21 11:17:18.854,1
1307925,2022-01-21 03:00:47,0,0,0,0,0,0,0,18,0,0,0,0,parse-cloud,Minas Gerais,Raul Soares,Minas Gerais,Raul Soares,2022-01-21 11:17:40.259,2022-01-21 11:17:40.259,0
1307926,2022-01-21 03:00:00,0,0,0,0,0,3,9,20,0,1,0,2,parse-cloud,São Paulo, a uí,Ma o Grosso do Sul,Nova Andradina,2022-01-21 11:17:49.908,2022-01-21 11:29:19.308,0
1307927,2022-01-20 03:00:00,0,0,0,0,0,9,37,156,0,0,0,1,parse-cloud,Minas Gerais,Uberaba,Minas Gerais,Uberaba,2022-01-21 11:19:09.423,2022-01-21 11:19:09.423,1
1307928,2022-01-21 03:00:00,0,0,0,0,9,22,22,204,0,0,2,0,parse-cloud,São Paulo,São Paulo,São Paulo,São Paulo,2022-01-21 11:19:52.902,2022-01-21 12:47:34.906,1
1307929,2022-01-21 03:00:12,0,0,0,0,0,2,0,4,0,0,0,0,parse-cloud,Ceará,Hidrolândia,Ceará,Hidrolândia,2022-01-21 11:20:35.529,2022-01-21 11:20:35.529,0
1307930,2022-01-21 03:00:38,0,0,0,0,0,0,0,11,0,0,0,0,parse-cloud,São Paulo,Marília,São Paulo,Marília,2022-01-21 11:20:53.771,2022-01-21 11:20:53.771,0
1307931,2022-01-04 03:00:00,0,0,0,0,2,28,32,160,0,7,0,0,parse-cloud,Minas Gerais,Con agem,Minas Gerais,Con agem,2022-01-21 11:20:54.518,2022-01-21 11:20:54.518,1
1307932,2022-01-05 03:00:00,0,0,0,0,3,22,33,155,0,3,0,0,parse-cloud,Minas Gerais,Con agem,Minas Gerais,Con agem,2022-01-21 11:21:24.443,2022-01-21 11:21:24.443,1
1307933,2022-01-06 03:00:00,0,0,0,0,4,23,34,152,1,2,0,0,parse-cloud,Minas Gerais,Con agem,Minas Gerais,Con agem,2022-01-21 11:21:59.631,2022-01-21 11:21:59.631,1
1307934,2022-01-21 03:00:10,0,0,0,0,0,5,0,0,0,1,0,0,parse-cloud,Rio Grande do Sul,Es rela,Rio Grande do Sul,Es rela,2022-01-21 11:22:27.153,2022-01-21 11:22:27.153,0
1307935,2022-01-07 03:00:00,0,0,0,0,7,23,36,126,0,6,0,0,parse-cloud,Minas Gerais,Con agem,Minas Gerais,Con agem,2022-01-21 11:22:29.649,2022-01-21 11:22:29.649,1
1307936,2022-01-20 03:00:00,0,0,0,0,7,2,14,56,0,0,0,1,parse-cloud,San a Ca arina,Araranguá,San a Ca arina,Araranguá,2022-01-21 11:23:06.309,2022-01-21 11:23:06.309,0
1307937,2022-01-08 03:00:00,0,0,0,0,8,25,37,148,0,2,0,1,parse-cloud,Minas Gerais,Con agem,Minas Gerais,Con agem,2022-01-21 11:23:10.338,2022-01-21 11:23:10.338,1
1307938,2022-01-21 03:00:34,0,0,0,0,0,0,0,253,0,0,0,0,parse-cloud,São Paulo,São Paulo,São Paulo,São Paulo,2022-01-21 11:23:39.147,2022-01-21 11:23:39.147,1
1307939,2022-01-09 03:00:00,0,0,0,0,10,28,39,150,1,1,0,0,parse-cloud,Minas Gerais,Con agem,Minas Gerais,Con agem,2022-01-21 11:23:40.118,2022-01-21 11:23:40.118,1
1307940,2022-01-21 03:00:05,0,0,0,0,10,13,20,90,0,5,0,3,parse-cloud,Ceará,Cra eús,Ceará,Cra eús,2022-01-21 11:23:59.327,2022-01-21 11:23:59.327,1
1307941,2022-01-10 03:00:00,0,0,0,0,9,33,38,162,0,3,0,0,parse-cloud,Minas Gerais,Con agem,Minas Gerais,Con agem,2022-01-21 11:24:13.261,2022-01-21 11:24:13.261,1
1307942,2022-01-21 03:00:43,0,0,0,0,0,13,0,30,54,96,37,159,parse-cloud,Minas Gerais,Pedra Azul,Minas Gerais,Pedra Azul,2022-01-21 11:24:35.481,2022-01-21 11:24:35.481,0
1307943,2022-01-21 03:00:00,0,0,0,0,3,14,11,47,1,1,0,1,parse-cloud,São Paulo, a uí,São Paulo, a uí,2022-01-21 11:24:37.081,2022-01-21 11:26:27.514,0
1307944,2022-01-21 03:00:24,0,0,0,0,0,3,0,6,0,0,0,0,parse-cloud,San a Ca arina,San o Amaro da Impera ri,San a Ca arina,San o Amaro da Impera ri,2022-01-21 11:24:41.051,2022-01-21 11:24:41.051,0
1307945,2022-01-11 03:00:00,0,0,0,0,9,38,39,165,0,11,0,0,parse-cloud,Minas Gerais,Con agem,Minas Gerais,Con agem,2022-01-21 11:24:51.776,2022-01-21 11:24:51.776,1
1307946,2022-01-21 03:00:12,0,0,0,0,10,45,37,131,0,0,0,3,parse-cloud,Ceará,For aleza,Ceará,For aleza,2022-01-21 11:24:52.121,2022-01-21 11:24:52.121,1
1307947,2022-01-12 03:00:00,0,0,0,0,9,32,38,175,1,3,0,0,parse-cloud,Minas Gerais,Con agem,Minas Gerais,Con agem,2022-01-21 11:25:26.878,2022-01-21 11:25:26.878,1
1307948,2022-01-21 03:00:15,0,0,0,0,5,6,39,70,0,0,0,0,parse-cloud,Sergipe,Aracaju,Sergipe,Aracaju,2022-01-21 11:25:44.337,2022-01-21 11:25:44.337,1
1307949,2022-01-13 03:00:00,0,0,0,0,8,40,36,172,1,4,0,0,parse-cloud,Minas Gerais,Con agem,Minas Gerais,Con agem,2022-01-21 11:25:52.436,2022-01-21 11:25:52.436,1
1307950,2022-01-21 03:00:06,0,0,0,0,0,0,3,3,0,0,0,0,parse-cloud,Sergipe,Aracaju,Sergipe,Aracaju,2022-01-21 11:26:01.751,2022-01-21 11:26:01.751,0
1307951,2022-01-14 03:00:00,0,0,0,0,10,44,40,192,1,7,0,0,parse-cloud,Minas Gerais,Con agem,Minas Gerais,Con agem,2022-01-21 11:26:18.093,2022-01-21 11:26:18.093,1
1307952,2022-01-15 03:00:00,0,0,0,0,9,44,39,186,0,9,0,0,parse-cloud,Minas Gerais,Con agem,Minas Gerais,Con agem,2022-01-21 11:26:45.387,2022-01-21 11:26:45.387,1
1307953,2022-01-21 03:00:34,0,0,0,0,0,1,0,23,0,0,0,0,parse-cloud,Bahia,San a Ri a de Cássia,Bahia,San a Ri a de Cássia,2022-01-21 11:26:46.205,2022-01-21 11:26:46.205,0
1307954,2022-01-21 03:00:33,0,0,0,0,0,0,0,4,0,0,0,0,parse-cloud,Goiás,Sanclerlândia,Goiás,Sanclerlândia,2022-01-21 11:27:00.385,2022-01-21 11:27:00.385,0
1307955,2022-01-16 03:00:00,0,0,0,0,9,45,39,183,1,2,0,1,parse-cloud,Minas Gerais,Con agem,Minas Gerais,Con agem,2022-01-21 11:27:26.933,2022-01-21 11:27:26.933,1
1307956,2022-01-17 03:00:00,0,0,0,0,10,44,40,183,1,6,0,1,parse-cloud,Minas Gerais,Con agem,Minas Gerais,Con agem,2022-01-21 11:27:58.825,2022-01-21 11:27:58.825,1
1307957,2022-01-18 03:00:00,0,0,0,0,10,43,40,194,0,7,0,2,parse-cloud,Minas Gerais,Con agem,Minas Gerais,Con agem,2022-01-21 11:28:29.903,2022-01-21 11:28:29.903,1
1307958,2022-01-19 03:00:00,0,0,0,0,10,43,39,190,0,2,0,2,parse-cloud,Minas Gerais,Con agem,Minas Gerais,Con agem,2022-01-21 11:29:10.657,2022-01-21 11:29:10.657,1
1307959,2022-01-20 03:00:00,0,0,0,0,1,5,34,113,0,0,0,0,parse-cloud,Espíri o San o,Cachoeiro de I apemirim,Espíri o San o,Cachoeiro de I apemirim,2022-01-21 11:29:42.843,2022-01-21 11:29:42.843,1
1307960,2022-01-20 03:00:00,0,0,0,0,9,48,38,195,1,7,0,2,parse-cloud,Minas Gerais,Con agem,Minas Gerais,Con agem,2022-01-21 11:29:47.038,2022-01-24 13:39:45.676,1
1307961,2022-01-21 03:00:03,0,0,0,0,0,2,0,6,0,0,0,0,parse-cloud,Paraná, eixeira Soares,Paraná, eixeira Soares,2022-01-21 11:30:23.879,2022-01-21 11:30:23.879,0
1307962,2022-01-04 03:00:00,0,0,0,0,2,20,8,67,0,4,0,0,parse-cloud,Minas Gerais,Con agem,Minas Gerais,Con agem,2022-01-21 11:30:31.879,2022-01-21 11:30:31.879,0
1307963,2022-01-05 03:00:00,0,0,0,0,2,21,8,72,0,1,0,0,parse-cloud,Minas Gerais,Con agem,Minas Gerais,Con agem,2022-01-21 11:31:38.167,2022-01-21 11:31:38.167,1
1307964,2022-01-21 03:00:16,0,0,0,0,8,9,66,138,0,0,0,0,parse-cloud,Sergipe,Aracaju,Sergipe,Aracaju,2022-01-21 11:32:18.480,2022-01-21 11:32:18.480,1
1307965,2022-01-06 03:00:00,0,0,0,0,2,20,9,78,0,0,0,0,parse-cloud,Minas Gerais,Con agem,Minas Gerais,Con agem,2022-01-21 11:34:03.859,2022-01-21 11:34:03.859,1
1307966,2022-01-21 03:00:38,0,0,0,0,10,20,75,125,0,0,0,0,parse-cloud,Espíri o San o,Cola ina,Espíri o San o,Cola ina,2022-01-21 11:34:36.283,2022-01-21 11:34:36.283,1
1307967,2022-01-07 03:00:00,0,0,0,0,2,21,8,88,0,1,0,0,parse-cloud,Minas Gerais,Con agem,Minas Gerais,Con agem,2022-01-21 11:34:44.810,2022-01-21 11:34:44.810,1
1307968,2022-01-21 03:00:09,0,0,0,0,7,7,33,243,0,0,2,1,parse-cloud,Rio Grande do Sul,Passo Fundo,Rio Grande do Sul,Passo Fundo,2022-01-21 11:35:48.497,2022-01-21 11:35:48.497,1
1307969,2022-01-08 03:00:00,0,0,0,0,2,20,8,95,0,9,0,0,parse-cloud,Minas Gerais,Con agem,Minas Gerais,Con agem,2022-01-21 11:35:48.896,2022-01-21 11:35:48.896,1
1307970,2022-01-21 03:00:29,0,0,0,0,0,6,0,26,0,1,0,3,parse-cloud,Rio Grande do Sul,São Marcos,Rio Grande do Sul,São Marcos,2022-01-21 11:36:47.405,2022-01-21 11:36:47.405,0
1307971,2022-01-21 03:00:24,0,0,0,0,8,2,8,26,0,0,0,1,parse-cloud,Minas Gerais,Baependi,Minas Gerais,Baependi,2022-01-21 11:36:56.967,2022-01-21 11:36:56.967,0
1307972,2022-01-09 03:00:00,0,0,0,0,2,23,8,89,0,7,0,0,parse-cloud,Minas Gerais,Con agem,Minas Gerais,Con agem,2022-01-21 11:36:59.962,2022-01-21 11:36:59.962,1
1307973,2022-01-21 03:00:54,0,0,0,0,0,5,5,119,0,0,0,0,parse-cloud,Pernambuco,Recife,Pernambuco,Recife,2022-01-21 11:37:04.929,2022-01-21 11:37:04.929,1
1307974,2022-01-21 03:00:00,0,0,0,0,0,6,0,19,0,0,0,1,parse-cloud,Minas Gerais,Cruzília,Minas Gerais,Cruzília,2022-01-21 11:37:15.029,2022-01-21 20:48:08.583,0
1307975,2022-01-10 03:00:00,0,0,0,0,2,23,7,84,0,3,0,0,parse-cloud,Minas Gerais,Con agem,Minas Gerais,Con agem,2022-01-21 11:37:25.442,2022-01-21 11:37:25.442,1
1307976,2022-01-11 03:00:00,0,0,0,0,1,22,8,89,0,1,0,0,parse-cloud,Minas Gerais,Con agem,Minas Gerais,Con agem,2022-01-21 11:37:51.779,2022-01-21 11:37:51.779,1
1307977,2022-01-12 03:00:00,0,0,0,0,2,21,9,87,0,3,0,0,parse-cloud,Minas Gerais,Con agem,Minas Gerais,Con agem,2022-01-21 11:38:16.881,2022-01-21 11:38:16.881,1
1307978,2022-01-20 03:00:00,0,0,0,0,4,11,0,34,0,0,0,0,parse-cloud,San a Ca arina,Biguaçu,San a Ca arina,Biguaçu,2022-01-21 11:38:22.514,2022-01-21 11:38:22.514,0
1307979,2022-01-21 03:00:19,0,0,0,0,0,0,0,10,0,0,0,0,parse-cloud,Minas Gerais,I apecerica,Minas Gerais,I apecerica,2022-01-21 11:39:16.317,2022-01-21 11:39:16.317,0
1307980,2022-01-13 03:00:00,0,0,0,0,2,22,9,75,0,2,0,0,parse-cloud,Minas Gerais,Con agem,Minas Gerais,Con agem,2022-01-21 11:39:17.160,2022-01-21 11:39:17.160,1
1307981,2022-01-21 03:00:38,0,0,0,0,19,0,6,3,1,1,1,0,parse-cloud,Pernambuco,Garanhuns,Pernambuco,Garanhuns,2022-01-21 11:39:57.037,2022-01-21 11:39:57.037,0
1307982,2022-01-21 03:00:03,0,0,0,0,4,1,13,76,0,0,0,0,parse-cloud,Minas Gerais,Juiz de Fora,Minas Gerais,Juiz de Fora,2022-01-21 11:40:37.043,2022-01-21 11:40:37.043,0
1307983,2022-01-14 03:00:00,0,0,0,0,2,21,9,61,0,1,0,0,parse-cloud,Minas Gerais,Con agem,Minas Gerais,Con agem,2022-01-21 11:40:40.071,2022-01-21 11:40:40.071,0
1307984,2022-01-20 03:00:00,0,0,0,0,0,11,0,11,0,3,0,0,parse-cloud,Bahia,Camacan,Bahia,Camacan,2022-01-21 11:42:03.140,2022-01-21 11:42:03.140,0
1307985,2022-01-21 02:00:58,0,0,0,0,16,6,60,30,0,0,0,0,parse-cloud,Pará,San arém,Pará,San arém,2022-01-21 11:43:03.826,2022-01-21 11:43:03.826,1
1307986,2022-01-21 03:00:39,0,0,0,0,0,10,24,517,0,0,0,0,parse-cloud,Pernambuco,Recife,Pernambuco,Recife,2022-01-21 11:43:03.906,2022-01-21 11:43:03.906,1
1307987,2022-01-21 03:00:50,0,0,0,0,0,4,0,20,0,0,0,1,parse-cloud,São Paulo,José Bonifácio,São Paulo,José Bonifácio,2022-01-21 11:44:10.145,2022-01-21 11:44:10.145,0
1307988,2022-01-21 03:00:19,0,0,0,0,19,21,76,361,0,3,1,1,parse-cloud,São Paulo,São Paulo,São Paulo,São Paulo,2022-01-21 11:44:29.794,2022-01-21 11:44:29.794,1
1307989,2022-01-21 03:00:24,0,0,0,0,0,7,0,65,0,0,0,0,parse-cloud,São Paulo,San a Ri a do Passa Qua ro,São Paulo,San a Ri a do Passa Qua ro,2022-01-21 11:45:08.801,2022-01-21 11:45:08.801,0
1307990,2022-01-21 03:00:29,0,0,0,0,0,0,0,3,0,0,0,0,parse-cloud,Minas Gerais,São Pedro da União,Minas Gerais,São Pedro da União,2022-01-21 11:45:37.216,2022-01-21 11:45:37.216,0
1307991,2022-01-21 03:00:52,0,0,0,0,9,14,12,63,1,4,0,1,parse-cloud,São Paulo,Marília,São Paulo,Marília,2022-01-21 11:46:08.564,2022-01-21 11:46:08.564,0
1307992,2022-01-18 03:00:00,0,0,0,0,0,4,3,39,0,0,0,0,parse-cloud,Paraná,Dois Vizinhos,Paraná,Dois Vizinhos,2022-01-21 11:46:29.953,2022-01-21 11:46:29.953,0
1307993,2022-01-21 03:00:13,0,0,0,0,0,0,0,11,0,0,0,0,parse-cloud,San a Ca arina,Bom Re iro,San a Ca arina,Bom Re iro,2022-01-21 11:46:38.486,2022-01-21 11:46:38.486,0
1307994,2022-01-19 03:00:00,0,0,0,0,0,4,3,35,0,0,0,0,parse-cloud,Paraná,Dois Vizinhos,Paraná,Dois Vizinhos,2022-01-21 11:47:00.703,2022-01-21 11:47:00.703,0
1307995,2022-01-15 03:00:00,0,0,0,0,2,21,9,60,0,2,0,0,parse-cloud,Minas Gerais,Con agem,Minas Gerais,Con agem,2022-01-21 11:47:25.305,2022-01-21 11:47:25.305,0
1307996,2022-01-20 03:00:00,0,0,0,0,0,6,3,35,0,0,0,0,parse-cloud,Paraná,Dois Vizinhos,Paraná,Dois Vizinhos,2022-01-21 11:47:33.475,2022-01-21 11:47:33.475,0
1307997,2022-01-21 03:00:24,0,0,0,0,9,7,6,15,0,0,1,1,parse-cloud,Minas Gerais,I ajubá,Minas Gerais,I ajubá,2022-01-21 11:47:46.464,2022-01-21 11:47:46.464,0
1307998,2022-01-21 03:00:37,0,0,0,0,0,5,3,38,0,0,0,1,parse-cloud,Paraná,Dois Vizinhos,Paraná,Dois Vizinhos,2022-01-21 11:47:54.121,2022-01-21 11:47:54.121,0
1307999,2022-01-16 03:00:00,0,0,0,0,2,21,9,64,0,2,0,0,parse-cloud,Minas Gerais,Con agem,Minas Gerais,Con agem,2022-01-21 11:47:55.258,2022-01-21 11:47:55.258,0
1308000,2022-01-17 03:00:00,0,0,0,0,2,21,10,69,0,8,0,0,parse-cloud,Minas Gerais,Con agem,Minas Gerais,Con agem,2022-01-21 11:48:22.725,2022-01-21 11:48:22.725,1
1308001,2022-01-18 03:00:00,0,0,0,0,1,18,9,99,0,3,0,0,parse-cloud,Minas Gerais,Con agem,Minas Gerais,Con agem,2022-01-21 11:48:57.610,2022-01-21 11:48:57.610,1
1308002,2022-01-19 03:00:00,0,0,0,0,0,18,7,78,0,0,0,0,parse-cloud,Minas Gerais,Con agem,Minas Gerais,Con agem,2022-01-21 11:49:31.291,2022-01-21 11:49:31.291,1
1308003,2022-01-21 03:00:00,0,0,0,0,0,10,0,12,0,0,0,0,parse-cloud, ocan ins,Araguaína, ocan ins,Araguaína,2022-01-21 11:49:39.179,2022-01-25 12:57:16.158,0
1308004,2022-01-21 03:00:16,0,0,0,0,0,0,0,4,0,0,0,0,parse-cloud,Minas Gerais,Areado,Minas Gerais,Areado,2022-01-21 11:49:41.863,2022-01-21 11:49:41.863,0
1308005,2022-01-20 03:00:00,0,0,0,0,0,17,7,78,0,5,0,0,parse-cloud,Minas Gerais,Con agem,Minas Gerais,Con agem,2022-01-21 11:49:51.180,2022-01-24 13:42:12.671,1
1308006,2022-01-20 03:00:00,0,0,0,0,0,9,12,38,0,0,0,2,parse-cloud,São Paulo,São Paulo,São Paulo,São Paulo,2022-01-21 11:50:19.158,2022-01-21 11:58:13.617,0
1308007,2022-01-21 03:00:47,0,0,0,0,1,10,12,37,0,1,0,2,parse-cloud,Minas Gerais,Lavras,Minas Gerais,Lavras,2022-01-21 11:52:46.916,2022-01-21 11:52:46.916,0
1308008,2022-01-21 03:00:47,0,0,0,0,0,0,0,32,0,0,0,0,parse-cloud,Espíri o San o,Jerônimo Mon eiro,Espíri o San o,Jerônimo Mon eiro,2022-01-21 11:53:10.118,2022-01-21 11:53:10.118,0
1308009,2022-01-21 03:00:00,0,0,0,0,0,4,12,44,0,4,0,0,parse-cloud,Paraná,Pon a Grossa,Paraná,Pon a Grossa,2022-01-21 11:53:21.840,2022-01-21 13:39:07.626,0
1308010,2022-01-21 03:00:08,0,0,0,0,6,1,6,15,0,0,0,1,parse-cloud,Rio Grande do Sul,Garibaldi,Rio Grande do Sul,Garibaldi,2022-01-21 11:54:10.112,2022-01-21 11:54:10.112,0
1308011,2022-01-21 03:00:11,0,0,0,0,0,4,0,35,0,0,0,0,parse-cloud,San a Ca arina, ubarão,San a Ca arina, ubarão,2022-01-21 11:55:16.375,2022-01-21 11:55:16.375,0
1308012,2022-01-21 03:00:21,0,0,0,0,0,0,0,29,4,12,19,166,parse-cloud,San a Ca arina,Urussanga,San a Ca arina,Urussanga,2022-01-21 11:56:34.289,2022-01-21 11:56:34.289,0
1308013,2022-01-21 03:00:53,0,0,0,0,1,1,8,48,0,0,0,0,parse-cloud,São Paulo,São Paulo,São Paulo,São Paulo,2022-01-21 11:56:59.590,2022-01-21 11:56:59.590,0
1308015,2022-01-20 03:00:00,0,0,0,0,8,16,50,152,0,0,0,2,parse-cloud,São Paulo,São Paulo,São Paulo,São Paulo,2022-01-21 11:58:08.110,2022-01-21 11:58:08.110,1
1308017,2022-01-21 03:00:36,0,0,0,0,5,5,7,31,0,0,0,2,parse-cloud,São Paulo,Caieiras,São Paulo,Caieiras,2022-01-21 11:58:16.960,2022-01-21 11:58:16.960,0
1308020,2022-01-20 03:00:00,0,0,0,0,0,0,20,83,0,0,0,0,parse-cloud,San a Ca arina,Lages,San a Ca arina,Lages,2022-01-21 11:59:04.271,2022-01-21 11:59:04.271,1
1308021,2022-01-21 03:00:05,0,0,0,0,1,9,21,23,0,0,0,1,parse-cloud,Minas Gerais,Poços de Caldas,Minas Gerais,Poços de Caldas,2022-01-21 12:00:20.542,2022-01-21 12:00:20.542,0
1308022,2022-01-21 03:00:18,0,0,0,0,0,0,0,0,0,0,0,0,parse-cloud,Bahia,Salvador,Bahia,Salvador,2022-01-21 12:01:34.526,2022-01-21 12:01:34.526,0
1308027,2022-01-21 03:00:31,0,0,0,0,2,3,4,51,0,0,0,1,parse-cloud,São Paulo,São Paulo,São Paulo,São Paulo,2022-01-21 12:04:10.729,2022-01-21 12:04:10.729,0
1308030,2022-01-21 03:00:00,0,0,0,0,18,0,56,299,0,1,0,0,parse-cloud,Pernambuco,Recife,Pernambuco,Recife,2022-01-21 12:05:40.159,2022-01-21 12:06:07.940,1
1308031,2022-01-21 03:00:18,0,0,0,0,0,0,15,46,0,0,0,0,parse-cloud,Minas Gerais,Governador Valadares,Minas Gerais,Governador Valadares,2022-01-21 12:05:47.543,2022-01-21 12:05:47.543,0
1308032,2022-01-21 03:00:00,0,0,0,0,4,11,18,12,0,1,1,3,parse-cloud,Minas Gerais,Formiga,Minas Gerais,Formiga,2022-01-21 12:05:55.623,2022-01-24 11:22:32.758,0
1308034,2022-01-20 03:00:00,0,0,0,0,3,17,39,140,0,2,0,5,parse-cloud,Paraná,Maringá,Paraná,Maringá,2022-01-21 12:06:11.562,2022-01-21 12:06:11.562,1
1308037,2022-01-21 04:00:38,0,0,0,0,0,0,0,3,0,0,0,0,parse-cloud,Amazonas,Manaus,Amazonas,Manaus,2022-01-21 12:07:02.148,2022-01-21 12:07:02.148,0
1308038,2022-01-21 03:00:42,0,0,0,0,0,7,0,32,0,0,0,0,parse-cloud,Pernambuco,Limoeiro,Pernambuco,Limoeiro,2022-01-21 12:07:15.523,2022-01-21 12:07:15.523,0
